year,session,utt_id,status,semantic_equal,byte_equal,final_path,regenerated_path,final_sha256,regenerated_sha256
2020,SDRW2000002000,SDRW2000002000.1.1.37,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000002000\SDRW2000002000.1.1.37.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000002000\SDRW2000002000.1.1.37.TextGrid,45e8a7a07ad1d011864b157e9dd43d1acc769d479735173d626039b50d30e82b,45e8a7a07ad1d011864b157e9dd43d1acc769d479735173d626039b50d30e82b
2020,SDRW2000001066,SDRW2000001066.1.1.315,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000001066\SDRW2000001066.1.1.315.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000001066\SDRW2000001066.1.1.315.TextGrid,cb628355209d8104d2504b8fe1ec0fc795e621dac71b7bb5d57d5e345e335e46,cb628355209d8104d2504b8fe1ec0fc795e621dac71b7bb5d57d5e345e335e46
2020,SDRW2000001547,SDRW2000001547.1.1.108,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000001547\SDRW2000001547.1.1.108.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000001547\SDRW2000001547.1.1.108.TextGrid,033ebbd39bdc4194f809e295cfd18f756ca447d903728b1d06fe3b7ecf4b5639,033ebbd39bdc4194f809e295cfd18f756ca447d903728b1d06fe3b7ecf4b5639
2020,SDRW2000000118,SDRW2000000118.1.1.40,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000000118\SDRW2000000118.1.1.40.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000000118\SDRW2000000118.1.1.40.TextGrid,74fcdaad44127f4f21f9f0e1ea536ad67f7c5c38eb8cd229b98e068cb6363b1c,74fcdaad44127f4f21f9f0e1ea536ad67f7c5c38eb8cd229b98e068cb6363b1c
2020,SDRW2000000713,SDRW2000000713.1.1.320,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000000713\SDRW2000000713.1.1.320.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000000713\SDRW2000000713.1.1.320.TextGrid,d8ab8b715ccc84235dff5303585ce1fa4d961ff0cfc2c9d8763f3db939cb92dd,d8ab8b715ccc84235dff5303585ce1fa4d961ff0cfc2c9d8763f3db939cb92dd
2020,SDRW2000002015,SDRW2000002015.1.1.299,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000002015\SDRW2000002015.1.1.299.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000002015\SDRW2000002015.1.1.299.TextGrid,c38fc6072005c3116e68ae7f3a504a6f039c6c82dc9be97c8e22cbca4eabcddc,c38fc6072005c3116e68ae7f3a504a6f039c6c82dc9be97c8e22cbca4eabcddc
2020,SDRW2000000699,SDRW2000000699.1.1.18,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000000699\SDRW2000000699.1.1.18.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000000699\SDRW2000000699.1.1.18.TextGrid,95e0afe83a58ae9ae49e261492284afd93aff1ed18660afd2551b13b473063b3,95e0afe83a58ae9ae49e261492284afd93aff1ed18660afd2551b13b473063b3
2020,SDRW2000001631,SDRW2000001631.1.1.165,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000001631\SDRW2000001631.1.1.165.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000001631\SDRW2000001631.1.1.165.TextGrid,3b39108de19241b44f2d0fa9b33232fe6f658f412e8a9d91bd7bd23d3942a451,3b39108de19241b44f2d0fa9b33232fe6f658f412e8a9d91bd7bd23d3942a451
2020,SDRW2000001838,SDRW2000001838.1.1.265,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000001838\SDRW2000001838.1.1.265.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000001838\SDRW2000001838.1.1.265.TextGrid,4411c81c966cbcd379f9a4b7eab734af70cc830242dc835360d34bdec36c70d3,4411c81c966cbcd379f9a4b7eab734af70cc830242dc835360d34bdec36c70d3
2020,SDRW2000000258,SDRW2000000258.1.1.57,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000000258\SDRW2000000258.1.1.57.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000000258\SDRW2000000258.1.1.57.TextGrid,7ae0bb5be5b7a7dc51bdf0af849f5791b5e5bf6b4825dde825007cbd2e1ffc5a,7ae0bb5be5b7a7dc51bdf0af849f5791b5e5bf6b4825dde825007cbd2e1ffc5a
2020,SDRW2000001886,SDRW2000001886.1.1.102,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000001886\SDRW2000001886.1.1.102.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000001886\SDRW2000001886.1.1.102.TextGrid,5d51a14eef7f6c2eb58dd60a5a19492ac835bdf1e9fbaa0304c702cd31cdf593,5d51a14eef7f6c2eb58dd60a5a19492ac835bdf1e9fbaa0304c702cd31cdf593
2020,SDRW2000000877,SDRW2000000877.1.1.208,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000000877\SDRW2000000877.1.1.208.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000000877\SDRW2000000877.1.1.208.TextGrid,ae3d33a2ad31f59737313c9cccec9f0a32886fa9b6c5877ca52d6514e46fcb10,ae3d33a2ad31f59737313c9cccec9f0a32886fa9b6c5877ca52d6514e46fcb10
2020,SDRW2000001099,SDRW2000001099.1.1.443,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000001099\SDRW2000001099.1.1.443.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000001099\SDRW2000001099.1.1.443.TextGrid,20cf1d45fafac4005370d917f674fcb3248c7501e00be3376bab8234b9b7f222,20cf1d45fafac4005370d917f674fcb3248c7501e00be3376bab8234b9b7f222
2020,SDRW2000001514,SDRW2000001514.1.1.361,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2020\SDRW2000001514\SDRW2000001514.1.1.361.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2020\2020\SDRW2000001514\SDRW2000001514.1.1.361.TextGrid,a30e012c3ca5f0515f91ea138dcc462406981eb0ad749f302bd4a5be4161d23f,a30e012c3ca5f0515f91ea138dcc462406981eb0ad749f302bd4a5be4161d23f
